# Resampled Flux, Resampled Flux Uncertainty, Resampled Sky Flux, Sensitivity Curve
8.026895699525489436e-16,1.180793987763570257e-14,6.913496288735412676e-13,3.027613487857285821e-15
4.015108466812104375e-16,1.161113041970998843e-14,6.814779745404164347e-13,2.982003852579552714e-15
6.847385017855311760e-16,1.146884012304225745e-14,6.718353287703237856e-13,2.942096816164268770e-15
7.888038251351246945e-16,1.133674054640457275e-14,6.637054530007346990e-13,2.906459406588973341e-15
6.018741154433001932e-16,1.120216296588206644e-14,6.564808241927993711e-13,2.874606280101936077e-15
6.943498296040299503e-16,1.109783287868494382e-14,6.500675081141386007e-13,2.846098753766210961e-15
6.447922368912543438e-16,1.099730372275323181e-14,6.444447720721891311e-13,2.820523323863627051e-15
4.166844079890602777e-16,1.089589534723754347e-14,6.394073742567676154e-13,2.797487675591069860e-15
5.069483292568554468e-16,1.081611222659731095e-14,6.341463444565405699e-13,2.776617280538787107e-15
5.165380710111074378e-16,1.074498606392507230e-14,6.300694613403280746e-13,2.757552526665015531e-15
5.310338420138947113e-16,1.067670754760710832e-14,6.259544186385077258e-13,2.739946336268734214e-15
6.642299463760014565e-16,1.061966096974636949e-14,6.220654170042166116e-13,2.723462236308686987e-15
7.256239449173596465e-16,1.056366662889183714e-14,6.186289026600252718e-13,2.707772852552151297e-15
6.545453548075754316e-16,1.050242350189044218e-14,6.154044709483723653e-13,2.692558804633663184e-15
7.862986623716484076e-16,1.044886781849340122e-14,6.116095958064228266e-13,2.677507983298498778e-15
7.125581239585375780e-16,1.038679866028380940e-14,6.083051746705046407e-13,2.662315193999968837e-15
6.678043598865839180e-16,1.032440224082524621e-14,6.048501923774504888e-13,2.646682152696995384e-15
6.229819036856424302e-16,1.025967809720651243e-14,6.012965486694854375e-13,2.630317820226220962e-15
7.280331344404644572e-16,1.019758968597616741e-14,5.972211399957963690e-13,2.612939061062695811e-15
8.738581008525066084e-16,1.013452360776294646e-14,5.930363580012271670e-13,2.594271610698185638e-15
8.040528502419707562e-16,1.005242489232712790e-14,5.884985980461029287e-13,2.574053603992272229e-15
8.171657656635480797e-16,9.967856167006364493e-15,5.834649515128141329e-13,2.552146894682330479e-15
8.192073937657317890e-16,9.875380277273234336e-15,5.779495853731229978e-13,2.528622575536656933e-15
7.834002041058187014e-16,9.774575757250308898e-15,5.720495113838909068e-13,2.503630729280040460e-15
7.427259834151660902e-16,9.670203745900951876e-15,5.660729264925924879e-13,2.477325282755995645e-15
8.354686322623462799e-16,9.568973655538875515e-15,5.597847204853085640e-13,2.449857810660449274e-15
7.650569249447973013e-16,9.456026751725682671e-15,5.535118716265302733e-13,2.421376876748313064e-15
8.103274876558492872e-16,9.344003387493307461e-15,5.467249736036811204e-13,2.392027454495869371e-15
8.508140566073031812e-16,9.225026160078600366e-15,5.392998294607164866e-13,2.361950426243083439e-15
7.662836622971293615e-16,9.102347406146956188e-15,5.324843557315732949e-13,2.331282159068838738e-15
7.404391262402542320e-16,8.981658004733161937e-15,5.255927072920432326e-13,2.300154154988830671e-15
8.257635756708317129e-16,8.865419899507490883e-15,5.185041459399635302e-13,2.268692772509727133e-15
7.934948893207472835e-16,8.740024067673480009e-15,5.112186830307268595e-13,2.237019016119902037e-15
7.120622853939117378e-16,8.610522794511936914e-15,5.038231079200937558e-13,2.205248389943577891e-15
7.314147610713307136e-16,8.489200112715614964e-15,4.966720298310342676e-13,2.173490811525373784e-15
8.113916821594300606e-16,8.370424789410216790e-15,4.893644958987173737e-13,2.141850581539283556e-15
8.332374438679560771e-16,8.249057711746680430e-15,4.821152328704210142e-13,2.110426405124798698e-15
7.337354594815639619e-16,8.125918356244935724e-15,4.754554677946926094e-13,2.079311460532887366e-15
7.137484138429362962e-16,8.005398941108345305e-15,4.684379877095099663e-13,2.048593510811938817e-15
7.134668108917172419e-16,7.885933665189851272e-15,4.612915252899311650e-13,2.018355054367720123e-15
7.578438057812047237e-16,7.772987394835966424e-15,4.544772160933734587e-13,1.988673510386762910e-15
8.477227443944564618e-16,7.664903129742719126e-15,4.477660611855368189e-13,1.959619194674317422e-15
8.805411730196355881e-16,7.556616501666312420e-15,4.412828408167444825e-13,1.931235232489615702e-15
9.002985475221525169e-16,7.449911560183657187e-15,4.349213934971193408e-13,1.903531135511081861e-15
8.912511248096088458e-16,7.344477494457414604e-15,4.287596191497005127e-13,1.876504484412371204e-15
8.795906353906015630e-16,7.242534283541962379e-15,4.228734258645891818e-13,1.850152426756416412e-15
8.386440416608377910e-16,7.139945118838647336e-15,4.169643071839300117e-13,1.824471831335166714e-15
8.365599621524435010e-16,7.042343324335834494e-15,4.112175701346165861e-13,1.799459322069089839e-15
8.655735420584449047e-16,6.951185522299224320e-15,4.058556915794196464e-13,1.775111310980759728e-15
8.253127798268836722e-16,6.856067712193897727e-15,4.003610826548963868e-13,1.751424030260806520e-15
8.576493693298135131e-16,6.767330983631077128e-15,3.949568750224559329e-13,1.728393563448592239e-15
8.694736988415760329e-16,6.682057191423950800e-15,3.899589286602505541e-13,1.706015875753902351e-15
7.574423147572692892e-16,6.590907302457402040e-15,3.849941887951060448e-13,1.684286843549734423e-15
7.826587368453858776e-16,6.509779575000598669e-15,3.800934450636903611e-13,1.663202283069658618e-15
8.446062598064354396e-16,6.434022484083557330e-15,3.754182348659897743e-13,1.642757978346391805e-15
7.791398152397196525e-16,6.354430777272746186e-15,3.710461842090689907e-13,1.622949708431680748e-15
7.649816090663208618e-16,6.280066487051349311e-15,3.667821713302126789e-13,1.603773273940401271e-15
8.010693939100432419e-16,6.208516233253180376e-15,3.623454948856776217e-13,1.585224286038639480e-15
7.783572101147759089e-16,6.137849807035102742e-15,3.582884697675679189e-13,1.567294349738257607e-15
8.607096074349405794e-16,6.075693017130540718e-15,3.543598491784916946e-13,1.549967356878982369e-15
9.209295295584203602e-16,6.014088048803517534e-15,3.505167781087870913e-13,1.533223723305211245e-15
7.978034958544613245e-16,5.944901733244845729e-15,3.469441566095173219e-13,1.517044540382584588e-15
7.546455766407392279e-16,5.881092399329064966e-15,3.433145776253197967e-13,1.501411659567093027e-15
7.015671536067929510e-16,5.819501048094333532e-15,3.398962253469177389e-13,1.486307657314848936e-15
6.421085260931743182e-16,5.758897338106824000e-15,3.365203513666662167e-13,1.471715801733345871e-15
6.620925487463091280e-16,5.705009973455643052e-15,3.332632622538272842e-13,1.457620020878552817e-15
7.021828968016333465e-16,5.654909958799237964e-15,3.302020594975092392e-13,1.444004872607922390e-15
7.483725632870771944e-16,5.605319561498615053e-15,3.270452462547473596e-13,1.430855515904381658e-15
7.378479082670294074e-16,5.554008929245581445e-15,3.239859155317535924e-13,1.418157683591821335e-15
7.469889966304125114e-16,5.507772090399329651e-15,3.212857059208186512e-13,1.405897656366552084e-15
7.307724635611661155e-16,5.461870218057087362e-15,3.187049444773581500e-13,1.394062238074059611e-15
7.806556100243228989e-16,5.419759173122867301e-15,3.160094046886217154e-13,1.382638732164337862e-15
8.166269212378520166e-16,5.379894386431358865e-15,3.135864136968105695e-13,1.371614919262684763e-15
7.335718425325551752e-16,5.333007033928818396e-15,3.110919158045317521e-13,1.360979035796756077e-15
7.907032030510994364e-16,5.296488866705303114e-15,3.087409267548768810e-13,1.350719753623870638e-15
8.356764806515963918e-16,5.260888172740217723e-15,3.064916617532048843e-13,1.340826160605664169e-15
7.370248971241698019e-16,5.218536969074057497e-15,3.043836606379991800e-13,1.331287713577118176e-15
6.878433936496380895e-16,5.179462311083974888e-15,3.022354814854124512e-13,1.322093937243680981e-15
7.042875880488676180e-16,5.145828434267186602e-15,3.001899770263907967e-13,1.313234171351962127e-15
6.989072443057102587e-16,5.112496254413542690e-15,2.982586565086280505e-13,1.304697898502551752e-15
7.285717857838368454e-16,5.082554790843849687e-15,2.964056074933684137e-13,1.296474956697209228e-15
7.243356520942117707e-16,5.050178068109542079e-15,2.944362602341617829e-13,1.288555524554862155e-15
8.135254109781088987e-16,5.025259616902651255e-15,2.926213849916979935e-13,1.280930104885345843e-15
8.340329166014701067e-16,4.999013397850100938e-15,2.910669719858534703e-13,1.273589509022770295e-15
7.720121896009985875e-16,4.968131273812329969e-15,2.894837697601446932e-13,1.266524841878948973e-15
7.394312044988326703e-16,4.940294589013484885e-15,2.879945428318975417e-13,1.259727487679719987e-15
7.793793340652058194e-16,4.917218773679794024e-15,2.864938020147264641e-13,1.253189096349090714e-15
7.736346722179502355e-16,4.892279562515312156e-15,2.850375587523229513e-13,1.246901570508271878e-15
7.822627936856541982e-16,4.869641317058086571e-15,2.836961551568508265e-13,1.240857053058655072e-15
8.333444363648073042e-16,4.849514308058980331e-15,2.822964485514530538e-13,1.235047915319454157e-15
7.764682466886267728e-16,4.824596064285986476e-15,2.810412430888448894e-13,1.229466745692630556e-15
7.305807713569584851e-16,4.801179722409935061e-15,2.798355995779343556e-13,1.224103886050968424e-15
7.048398616138490332e-16,4.780259237211735075e-15,2.787380668080679785e-13,1.218934682698761407e-15
7.737742193683962269e-16,4.764328562421134139e-15,2.775247368192995447e-13,1.213914445635353332e-15
7.554741295559428730e-16,4.745015570452525275e-15,2.765083984359979427e-13,1.208994232905393821e-15
8.082218457336468636e-16,4.729511569838448706e-15,2.754255605242470797e-13,1.204125906825095231e-15
8.611139164391722855e-16,4.712556068115353039e-15,2.741679255915896340e-13,1.199262104773999537e-15
7.937975731014173424e-16,4.689859352879534950e-15,2.730948039065145746e-13,1.194356228081152482e-15
7.100944010064645020e-16,4.666057678924998299e-15,2.720267006366942223e-13,1.189362449240543703e-15
7.028872226297965858e-16,4.645493508548467375e-15,2.708272664590060692e-13,1.184235736927235381e-15
6.994584353302691569e-16,4.624802093576805143e-15,2.696314900780104474e-13,1.178931898268140944e-15
6.545673734956485487e-16,4.601315286764694125e-15,2.684518552887606362e-13,1.173407637785274292e-15
6.966207036208817507e-16,4.580265620353528582e-15,2.670002248106022988e-13,1.167620632375449230e-15
7.403458043729972361e-16,4.559477502847694923e-15,2.656368805353552641e-13,1.161529621619580577e-15
7.491815880013456465e-16,4.534553292336908621e-15,2.641113789641376844e-13,1.155094521660601682e-15
7.053835378334281247e-16,4.505762273306766528e-15,2.625904952585988414e-13,1.148284611900760896e-15
7.644713067032852319e-16,4.480689124330489019e-15,2.608658066839006908e-13,1.141104061052688141e-15
8.088832305344357620e-16,4.453818973998919388e-15,2.591098136964548956e-13,1.133591863999798333e-15
7.772811833567351530e-16,4.422156965431140696e-15,2.573908582462758732e-13,1.125791782364831418e-15
7.710904337914534508e-16,4.390794261140291855e-15,2.555851908253590326e-13,1.117746798804490817e-15
7.423362716933015982e-16,4.356592586509359504e-15,2.536485703472636155e-13,1.109499022004485268e-15
7.298486626074383797e-16,4.323057563628401359e-15,2.517133930989192282e-13,1.101089607277854385e-15
7.175853253399992913e-16,4.289597375164179119e-15,2.498167523889181389e-13,1.092558692332155433e-15
7.387257983992190381e-16,4.257394129532258720e-15,2.478491532017536316e-13,1.083945347700551557e-15
7.493269915141354204e-16,4.224158560140224617e-15,2.458416622064664384e-13,1.075287541276320950e-15
7.356026023027907756e-16,4.190614533864243470e-15,2.439731060278899849e-13,1.066622116348711721e-15
7.492474491190807649e-16,4.157819283823396126e-15,2.419941293228388333e-13,1.057984782510498174e-15
7.833870231531467926e-16,4.126590588974781931e-15,2.400405271334183585e-13,1.049410118792492984e-15
7.714994755039904225e-16,4.092290073144447757e-15,2.380270803838830589e-13,1.040931588377151840e-15
7.311191913280041279e-16,4.056623417579561959e-15,2.360228180297488894e-13,1.032581564251499212e-15
7.153807853106244903e-16,4.024708047553039687e-15,2.342499457870248056e-13,1.024391365177985576e-15
6.981628561876177349e-16,3.992548114347466986e-15,2.324176184133653312e-13,1.016391301389412328e-15
6.678669997745129765e-16,3.960183926657449294e-15,2.306033526618865599e-13,1.008610729450661229e-15
7.357608290727210213e-16,3.935074435707322125e-15,2.288938916797770270e-13,1.001078095444111371e-15
7.699869627126787431e-16,3.909056608550970867e-15,2.272519690978003332e-13,9.938150547900325885e-16
7.292864701212909223e-16,3.879171619538801136e-15,2.256206739206426318e-13,9.868219658285206613e-16
6.662244074378430872e-16,3.849148545345297144e-15,2.240750279298168774e-13,9.800817579481373077e-16
6.350419070166654287e-16,3.822298630804355767e-15,2.226223316599306706e-13,9.735756675548395655e-16
6.568295874686580051e-16,3.798568390067578566e-15,2.211145942832013904e-13,9.672854828640656291e-16
6.905650069415883500e-16,3.776511324879792650e-15,2.196752185038104919e-13,9.611935070289690875e-16
6.972601159770597403e-16,3.754456904340530070e-15,2.183861399632687982e-13,9.552825245888310558e-16
6.693744491542747032e-16,3.730664228455708328e-15,2.170984562809246564e-13,9.495357710725376687e-16
6.621230514897304330e-16,3.708485683834247806e-15,2.158184794081623230e-13,9.439369056064946800e-16
6.976453035104045665e-16,3.689757825983375687e-15,2.146165257638658655e-13,9.384699863894158270e-16
6.941831659548975810e-16,3.668461068322609026e-15,2.133589471763075655e-13,9.331194489078046874e-16
6.816642686249022774e-16,3.647205714668839681e-15,2.121450346443120855e-13,9.278700867761067327e-16
7.129885225914342495e-16,3.628933371476357688e-15,2.109546056748405630e-13,9.227070350944695452e-16
6.792752175435984085e-16,3.607510048624554858e-15,2.098349470344338666e-13,9.176157562247101884e-16
6.338488304770237444e-16,3.585146164942878768e-15,2.086756235312595879e-13,9.125820278916449453e-16
6.853644772272530582e-16,3.568424535241653815e-15,2.074880641943343594e-13,9.075919335225779771e-16
6.605435885027914294e-16,3.547872955148944101e-15,2.063785645941204617e-13,9.026318547421488792e-16
6.405633758000849005e-16,3.527399837508347841e-15,2.052399875183064801e-13,8.976884659433670829e-16
6.932302055290535973e-16,3.511287694169469814e-15,2.041026187795000716e-13,8.927487308583806464e-16
7.160135384068581545e-16,3.492683389101681852e-15,2.028839742556210678e-13,8.877999010543223306e-16
7.177982655897459690e-16,3.473387999081682078e-15,2.017371890955385546e-13,8.828295162805516740e-16
6.564966620042782568e-16,3.450567329689409356e-15,2.006280671183540010e-13,8.778254065939080988e-16
5.931410776671339025e-16,3.427495974657183253e-15,1.995146442215859513e-13,8.727756961881363841e-16
6.013559712856307855e-16,3.408446147445041935e-15,1.983836609268157707e-13,8.676688124225398475e-16
6.218699934916648038e-16,3.389931212945820819e-15,1.972442735845668148e-13,8.624958178695578424e-16
6.464373996736430994e-16,3.370759081069997657e-15,1.960136852038283056e-13,8.572562866997478728e-16
6.525300703630791107e-16,3.350375897383942164e-15,1.947844743461411528e-13,8.519561030935092197e-16
6.779178459867621178e-16,3.331166793208488440e-15,1.935700970380897675e-13,8.466019186188885966e-16
6.893345798822990589e-16,3.310882668416874279e-15,1.923382256003495552e-13,8.412002634866599813e-16
6.853446354359319942e-16,3.289319816935921860e-15,1.910758436871344285e-13,8.357575428839745401e-16
6.826554401513911503e-16,3.268169815720475389e-15,1.898604599795440201e-13,8.302800337816634448e-16
6.878030711852569957e-16,3.246765350121899274e-15,1.885640623257909655e-13,8.247738822025499183e-16
6.752552025327431780e-16,3.224532636424313092e-15,1.873009904211264453e-13,8.192451009374323500e-16
6.521312156152168294e-16,3.202226967567782207e-15,1.861077806160624486e-13,8.136995676950528282e-16
6.437386064155868724e-16,3.180013853981114229e-15,1.848238678943726349e-13,8.081430236717888797e-16
6.959938385702590231e-16,3.160422872001162291e-15,1.834219052172446133e-13,8.025810725266493205e-16
6.989837612447585948e-16,3.139301464589987261e-15,1.821873249409405461e-13,7.970191797467303211e-16
6.775389345886409429e-16,3.117165081888715849e-15,1.810045547525162397e-13,7.914626723883283162e-16
6.537651078753046823e-16,3.094487452842660652e-15,1.797721977883541182e-13,7.859167391786061301e-16
6.659515118510059357e-16,3.073175272707472822e-15,1.784416672888875066e-13,7.803863395409810817e-16
6.488381418967912445e-16,3.050639042741452556e-15,1.771716440672747125e-13,7.748748179871356382e-16
5.747253580072850125e-16,3.025272388152184359e-15,1.759640081986920747e-13,7.693833236426296051e-16
4.890253243046240762e-16,2.998377300760689612e-15,1.746540523504871848e-13,7.639121730533953180e-16
4.600598111266699394e-16,2.975931401761349269e-15,1.734651714907406345e-13,7.584616542753909284e-16
4.847749628136891391e-16,2.957007125083872507e-15,1.723069304277078719e-13,7.530320482244188157e-16
4.706377411800920380e-16,2.934933596855719835e-15,1.710454688042989977e-13,7.476236287275807164e-16
5.194811041527359854e-16,2.916589763026647456e-15,1.697746054712546150e-13,7.422366625757779949e-16
6.059300153188060695e-16,2.900668527667424019e-15,1.685191184697725181e-13,7.368714095772816099e-16
6.088483858262090495e-16,2.880402620857944558e-15,1.673373534367872724e-13,7.315281226122887485e-16
6.493349599110593217e-16,2.862163260435985430e-15,1.661247703768289741e-13,7.262070476884372359e-16
6.461765022050200770e-16,2.841565135359604050e-15,1.649360505330683707e-13,7.209084239972974429e-16
6.025610351440335614e-16,2.818788592265636577e-15,1.637689718765324653e-13,7.156324839716856928e-16
6.245496529999538370e-16,2.799428672435288612e-15,1.625372748300588625e-13,7.103800785632143075e-16
6.754348378432087566e-16,2.781860366290969431e-15,1.613074473915664283e-13,7.051551335952522059e-16
6.803876790053688905e-16,2.761754023089498031e-15,1.600922962318583299e-13,6.999638859241587637e-16
6.424191112993545467e-16,2.740124415048777672e-15,1.589921019801127532e-13,6.948128417156678709e-16
6.553549286725798985e-16,2.720607821895488635e-15,1.577730340235055708e-13,6.897083110381805207e-16
6.788898341387947353e-16,2.702190963658046289e-15,1.565976163869592297e-13,6.846564119766541166e-16
6.847244038281424977e-16,2.683381258544466039e-15,1.554858532597179860e-13,6.796630753091117167e-16
6.553546787735225849e-16,2.662411079499416095e-15,1.543512825321924031e-13,6.747340497058847301e-16
6.881283911884523773e-16,2.645657775852540605e-15,1.532620599392667000e-13,6.698749074220189110e-16
7.369437668967988026e-16,2.629832331566763697e-15,1.521519539797601031e-13,6.650910504548163095e-16
7.122621992891233788e-16,2.609697215819949019e-15,1.510307772794757168e-13,6.603877171398817281e-16
5.976166133960335308e-16,2.584805334070581378e-15,1.499606611946684552e-13,6.557699891607896591e-16
5.352366801712408986e-16,2.565998503010266549e-15,1.492153145714811748e-13,6.512427989491407339e-16
6.082268416796866202e-16,2.552003984983121262e-15,1.480726460249188259e-13,6.468109374535631915e-16
6.513053216907102408e-16,2.536412279339069175e-15,1.469305670601127319e-13,6.424790622581788414e-16
6.503829373964457292e-16,2.520211239584987533e-15,1.459981308710871765e-13,6.382517060329093799e-16
7.160005750995419142e-16,2.507785170999015574e-15,1.450191172838849866e-13,6.341332853000813196e-16
7.030205902954078249e-16,2.491357569052286926e-15,1.440924996809703613e-13,6.301281094712614333e-16
7.162772245604036930e-16,2.477129201331461355e-15,1.432166165910004518e-13,6.262392639351674764e-16
6.905666890206354005e-16,2.461285779520532093e-15,1.423955783249793456e-13,6.224650471184643070e-16
6.721837048370384279e-16,2.445952233514442217e-15,1.415578057464105351e-13,6.188005484082389471e-16
7.193109446396518635e-16,2.434839807054021801e-15,1.407365164240181238e-13,6.152404595720900248e-16
6.951787765796900296e-16,2.420161197835175606e-15,1.399703294254321747e-13,6.117796092135397214e-16
6.980084145807097455e-16,2.407235801815895889e-15,1.391992555498360425e-13,6.084129556675437816e-16
6.805815648370991595e-16,2.393004205383309157e-15,1.383944214006727122e-13,6.051355803207589447e-16
6.326706422595652209e-16,2.377591983872171168e-15,1.376448377502558332e-13,6.019426813378992067e-16
6.192012655752443266e-16,2.365009260634637298e-15,1.369732156503066420e-13,5.988295677769086065e-16
6.500301916938828597e-16,2.355075550372698926e-15,1.362851844622938229e-13,5.957916540767416135e-16
6.350656815076167988e-16,2.342799389837871175e-15,1.356231004512432850e-13,5.928244549026199762e-16
6.540177927600300789e-16,2.332740054473422829e-15,1.349693886339884139e-13,5.899235803347241104e-16
6.758106393128700190e-16,2.322595210761621132e-15,1.342730027653283333e-13,5.870847313871204953e-16
7.080116448694265999e-16,2.313693754344142668e-15,1.336361427954940006e-13,5.843036958445836473e-16
6.963651012208007157e-16,2.302570518889331736e-15,1.330327497792091284e-13,5.815763444058590979e-16
6.400950664527562730e-16,2.288853760799903204e-15,1.324239854581465216e-13,5.788986271224923396e-16
6.252078286788761560e-16,2.277847158587428828e-15,1.318349358373340284e-13,5.762665701231277969e-16
6.368642881073143062e-16,2.268747822785103042e-15,1.312771119070803511e-13,5.736762726137806290e-16
6.261617960242672295e-16,2.257913225603014992e-15,1.306588978808381599e-13,5.711239041450639933e-16
6.693496254188322757e-16,2.250092701433103246e-15,1.300130065618390504e-13,5.686057887380008862e-16
6.704071418067734944e-16,2.240290821717184740e-15,1.294210903346403859e-13,5.661193817593302424e-16
6.551706572392036047e-16,2.230265618752639184e-15,1.289100203916061533e-13,5.636634358188031516e-16
6.371285872237127280e-16,2.220465729222000870e-15,1.284396741131709716e-13,5.612371225237252382e-16
5.981028649617430790e-16,2.208269762539505297e-15,1.278247024326092290e-13,5.588396335526283740e-16
6.024360252223277349e-16,2.199583751692462274e-15,1.273146422904688590e-13,5.564701735690469601e-16
6.340638846910535554e-16,2.192074836930552529e-15,1.267452358066450572e-13,5.541279599057511055e-16
6.735062808428281142e-16,2.185003812237737581e-15,1.261659237022792832e-13,5.518122222596134548e-16
6.494693738816991397e-16,2.175229005647864471e-15,1.257087611743185612e-13,5.495222023968501270e-16
5.759531451476920639e-16,2.162558852985131303e-15,1.252506295171477533e-13,5.472571538683772187e-16
5.788272903101879721e-16,2.153610610900499506e-15,1.246900507612149533e-13,5.450163417349998663e-16
6.090251822552001294e-16,2.147226743683971928e-15,1.242360529426232623e-13,5.427990423022151565e-16
6.253320805945369201e-16,2.139897130426503611e-15,1.237633135996024938e-13,5.406045428643710252e-16
6.260460736760245720e-16,2.131103514906096380e-15,1.232193912898618973e-13,5.384321414579256537e-16
6.496168738186120290e-16,2.123664056341699695e-15,1.226690161681526028e-13,5.362811466236216824e-16
6.783053787950057132e-16,2.116952150072247256e-15,1.221671933191522890e-13,5.341508771773581103e-16
6.192061680893326969e-16,2.105925854554890995e-15,1.217663499745888424e-13,5.320406529966961560e-16
6.322118329863836666e-16,2.098251621067068314e-15,1.212491895100421473e-13,5.299497562762755836e-16
6.528800094468807779e-16,2.091066323367516005e-15,1.207334514201600888e-13,5.278774402941961868e-16
6.400665161998598053e-16,2.082697309666842535e-15,1.203092758303078640e-13,5.258229612428283592e-16
6.439937047709669188e-16,2.074831781185930007e-15,1.198216438986668361e-13,5.237855861387759207e-16
6.580609252450907205e-16,2.068075088700428147e-15,1.193917536920936633e-13,5.217645926119818460e-16
6.461908080991653052e-16,2.059783262887149187e-15,1.189586170164527055e-13,5.197592687036560218e-16
6.432463749548384151e-16,2.051770577609277059e-15,1.184914182085735033e-13,5.177689126738930751e-16
6.511567508234574925e-16,2.044405228959438128e-15,1.180204497712669843e-13,5.157928328186981574e-16
6.299782826953990189e-16,2.035588295939521822e-15,1.175801519571472709e-13,5.138303472961940833e-16
6.428301974263967128e-16,2.028869178177569120e-15,1.171470278865920593e-13,5.118807839618379505e-16
6.247108254690771039e-16,2.020351834379473185e-15,1.167147100123850023e-13,5.099434802124068373e-16
6.482635661373560422e-16,2.013872755486853417e-15,1.162278193952422050e-13,5.080177828385511201e-16
6.534460309242917792e-16,2.007081023325685405e-15,1.158309930194128081e-13,5.061030478856989689e-16
6.163599987266254805e-16,1.997345368564896007e-15,1.153790995439996677e-13,5.041986405231526700e-16
6.180181448584784235e-16,1.989675753728504127e-15,1.148975281473640749e-13,5.023039405319614271e-16
6.145307586492227336e-16,1.982402191947755978e-15,1.144969315562755241e-13,5.004189985224707593e-16
